Study_Hours,Attendance_Percentage,Previous_Exam_Score,Assignment_Completion,Final_Exam_Score
8.5,68.0,92,96.0,75.1
6.9,93.0,56,92.0,67.9
1.4,96.0,56,53.0,49.6
4.6,74.0,90,58.0,60.9
5.1,74.0,52,67.0,58.3
2.3,59.0,94,87.0,59.2
0.6,80.0,92,75.0,54.5
9.6,50.0,87,51.0,74.1
6.6,72.0,82,70.0,66.0
9.6,58.0,92,71.0,79.5
3.6,71.0,80,85.0,61.9
7.9,64.0,51,50.0,58.0
9.3,51.0,74,85.0,68.0
9.7,71.0,78,61.0,72.5
8.0,93.0,63,77.0,73.4
6.7,68.0,48,46.0,52.5
9.6,73.0,88,80.0,83.3
4.9,83.0,85,93.0,72.4
0.6,67.0,100,82.0,62.9
5.2,64.0,61,51.0,55.7
7.1,68.0,77,62.0,66.9
0.6,77.0,55,55.0,43.2
8.5,93.0,70,50.0,70.3
6.5,88.0,76,53.0,62.6
2.6,65.0,100,41.0,60.8
5.2,98.0,83,49.0,67.6
6.4,70.0,44,42.0,51.4
8.3,63.0,93,57.0,77.3
0.7,90.0,92,71.0,55.5
3.5,74.0,81,78.0,60.1
9.2,92.0,72,62.0,79.6
5.9,73.0,38,97.0,53.0
6.5,58.0,45,68.0,48.7
9.6,68.0,44,75.0,60.8
3.5,97.0,81,49.0,64.6
6.9,83.0,99,50.0,77.7
1.4,54.0,58,45.0,37.3
7.3,70.0,54,43.0,60.1
1.8,90.0,84,88.0,62.4
5.4,99.0,53,59.0,63.1
7.0,65.0,57,86.0,65.9
3.2,68.0,36,87.0,46.3
4.6,68.0,37,76.0,44.7
8.3,52.0,81,85.0,74.5
3.5,86.0,42,85.0,45.4
9.2,55.0,52,91.0,68.9
3.4,50.0,46,75.0,47.6
1.6,69.0,64,56.0,49.0
2.4,88.0,90,84.0,60.9
1.3,81.0,65,58.0,51.1
0.7,60.0,46,96.0,42.3
2.6,55.0,72,77.0,55.2
5.5,88.0,41,75.0,55.0
4.1,76.0,73,91.0,60.2
1.5,86.0,39,72.0,38.5
4.2,85.0,61,46.0,53.4
8.9,90.0,86,71.0,75.3
8.9,54.0,96,45.0,68.8
9.1,55.0,49,96.0,64.1
3.6,51.0,49,55.0,45.2
8.9,65.0,69,100.0,75.8
9.6,54.0,67,97.0,71.9
8.4,81.0,93,62.0,80.6
6.7,59.0,63,44.0,60.0
4.2,62.0,98,81.0,67.0
8.6,97.0,42,60.0,66.1
8.5,51.0,59,88.0,67.8
2.5,77.0,86,95.0,62.0
3.2,88.0,85,65.0,64.2
9.9,65.0,62,84.0,70.8
7.0,83.0,36,90.0,53.2
3.1,53.0,88,52.0,52.8
0.8,98.0,86,61.0,61.2
8.9,84.0,59,79.0,73.9
6.2,50.0,98,51.0,63.2
5.6,94.0,53,83.0,59.8
3.9,57.0,62,79.0,55.1
7.9,63.0,74,73.0,71.7
5.2,85.0,61,75.0,62.3
8.5,62.0,53,100.0,62.9
2.7,66.0,91,63.0,59.0
3.1,77.0,96,100.0,70.3
7.8,58.0,39,65.0,51.0
2.1,78.0,96,65.0,56.7
0.5,56.0,49,87.0,41.8
4.7,84.0,49,85.0,53.7
1.2,76.0,83,47.0,47.7
2.4,74.0,44,45.0,41.0
0.7,71.0,78,61.0,51.5
9.1,61.0,85,72.0,79.5
9.3,99.0,64,71.0,74.3
2.4,93.0,69,80.0,59.1
5.9,93.0,87,,73.7
8.6,55.0,87,81.0,78.9
9.6,83.0,83,91.0,82.7
7.1,91.0,91,87.0,82.3
2.7,73.0,42,100.0,48.2
0.7,100.0,59,56.0,42.6
4.4,73.0,39,74.0,44.1
8.0,98.0,37,55.0,57.3
3.1,97.0,95,92.0,70.1
8.2,86.0,77,85.0,77.2
3.4,61.0,80,56.0,53.1
3.6,58.0,45,87.0,49.2
9.7,77.0,51,70.0,65.7
1.6,97.0,43,81.0,51.6
6.0,100.0,71,84.0,72.2
6.9,76.0,62,75.0,61.0
7.5,88.0,97,85.0,76.9
1.0,78.0,36,69.0,38.3
7.3,68.0,78,68.0,67.2
0.9,67.0,73,75.0,46.9
2.2,95.0,66,60.0,55.7
8.9,84.0,60,80.0,67.8
5.0,72.0,86,82.0,66.8
2.5,58.0,88,96.0,58.0
7.3,56.0,45,61.0,53.8
9.9,83.0,94,42.0,82.4
1.2,96.0,35,71.0,43.7
1.6,69.0,86,56.0,51.3
1.5,87.0,99,55.0,56.7
3.4,96.0,73,95.0,67.9
7.8,83.0,78,85.0,71.1
5.1,68.0,98,69.0,64.1
1.6,59.0,78,55.0,45.7
7.6,96.0,38,75.0,65.5
5.9,87.0,42,79.0,55.5
1.9,77.0,81,98.0,61.5
8.4,91.0,81,69.0,72.2
6.9,58.0,48,89.0,59.4
9.9,80.0,36,93.0,68.5
4.7,65.0,97,73.0,70.3
7.5,95.0,90,88.0,83.2
5.2,100.0,39,76.0,60.0
5.3,88.0,54,83.0,61.5
5.6,76.0,57,79.0,57.9
3.2,67.0,78,65.0,54.3
3.9,67.0,46,89.0,50.7
10.0,67.0,98,,83.5
0.9,69.0,77,88.0,48.8
9.8,75.0,63,43.0,65.3
9.5,66.0,79,50.0,76.7
2.8,89.0,39,69.0,48.3
0.9,74.0,64,61.0,41.4
1.9,79.0,86,87.0,59.9
5.8,80.0,38,43.0,51.3
2.5,96.0,87,78.0,68.4
2.7,66.0,51,49.0,43.5
7.8,99.0,64,69.0,66.7
2.6,93.0,57,51.0,48.5
2.7,64.0,95,92.0,66.0
0.6,94.0,74,49.0,51.9
2.4,78.0,36,57.0,37.2
7.0,90.0,100,53.0,77.5
9.7,58.0,81,81.0,75.5
3.1,64.0,91,46.0,58.5
4.0,93.0,49,70.0,58.0
0.7,91.0,84,58.0,53.4
7.4,94.0,53,46.0,60.4
2.6,89.0,55,67.0,48.5
6.5,78.0,60,81.0,67.7
5.5,89.0,61,56.0,61.7
2.5,86.0,39,54.0,43.6
9.2,93.0,62,83.0,71.3
2.1,88.0,100,63.0,66.9
3.8,73.0,45,83.0,51.3
4.3,77.0,86,80.0,67.3
2.6,69.0,98,66.0,61.6
6.0,84.0,89,55.0,66.1
1.3,96.0,35,54.0,39.9
5.0,60.0,54,46.0,47.5
9.1,78.0,72,53.0,71.8
6.2,89.0,78,,73.4
3.8,100.0,71,66.0,60.0
2.4,80.0,42,72.0,44.4
8.6,51.0,53,87.0,65.3
6.9,64.0,56,62.0,60.2
7.3,61.0,56,100.0,65.3
3.0,63.0,43,,44.5
1.7,88.0,36,59.0,40.8
7.4,97.0,91,53.0,81.2
3.4,98.0,92,89.0,72.7
2.4,80.0,100,62.0,64.7
5.1,77.0,42,90.0,56.8
5.2,76.0,72,98.0,69.6
6.6,85.0,48,40.0,53.2
7.3,76.0,90,76.0,78.1
2.5,64.0,91,89.0,61.5
9.0,95.0,76,48.0,74.7
4.2,72.0,46,75.0,46.7
7.5,78.0,46,77.0,60.7
9.8,67.0,66,92.0,71.3
5.3,89.0,62,72.0,56.6
1.9,52.0,100,95.0,61.8
3.2,88.0,56,56.0,55.4
3.9,83.0,86,78.0,63.6
1.5,72.0,84,42.0,54.8
5.5,52.0,61,61.0,57.1
4.6,69.0,42,53.0,46.1
4.6,87.0,50,82.0,58.3
2.2,71.0,40,88.0,40.9
7.1,72.0,87,85.0,73.5
5.8,90.0,40,42.0,54.4
6.2,63.0,62,63.0,54.3
6.8,50.0,47,92.0,52.8
7.8,51.0,56,77.0,58.2
5.4,56.0,38,44.0,40.6
4.9,84.0,46,98.0,55.4
6.7,55.0,72,78.0,63.9
4.3,100.0,82,42.0,67.6
6.9,97.0,63,93.0,74.3
5.3,100.0,98,44.0,72.3
6.3,59.0,61,85.0,56.4
5.8,95.0,81,41.0,66.5
4.5,59.0,63,53.0,54.8
6.0,60.0,52,42.0,51.5
3.0,92.0,41,100.0,56.2
1.2,80.0,98,63.0,59.8
4.8,84.0,35,64.0,47.5
9.5,61.0,88,90.0,83.9
2.7,53.0,84,77.0,60.7
3.5,93.0,46,50.0,44.7
6.6,84.0,45,97.0,57.2
7.2,99.0,64,95.0,73.6
2.4,61.0,76,62.0,52.6
6.0,58.0,42,67.0,52.9
8.3,71.0,90,75.0,78.1
8.5,56.0,37,96.0,59.2
7.7,85.0,41,58.0,56.8
1.8,53.0,62,90.0,46.3
3.1,56.0,36,56.0,35.6
0.9,84.0,44,84.0,44.2
8.1,85.0,65,57.0,66.8
8.8,51.0,86,40.0,69.6
8.4,82.0,39,66.0,63.1
3.7,77.0,63,83.0,57.4
5.9,52.0,97,56.0,63.0
1.9,89.0,37,58.0,42.5
6.7,77.0,57,60.0,63.2
3.2,75.0,84,78.0,57.1
0.9,75.0,71,71.0,45.8
5.0,68.0,83,96.0,67.0
9.7,93.0,84,48.0,80.1
1.6,74.0,84,48.0,55.6
7.8,69.0,51,57.0,62.0
9.2,100.0,87,70.0,84.1
2.0,81.0,97,92.0,67.0
4.0,81.0,51,53.0,45.9
3.1,62.0,78,49.0,51.4
0.5,70.0,74,78.0,48.2
3.9,53.0,78,89.0,54.9
9.0,71.0,60,89.0,65.5
4.0,76.0,37,61.0,46.3
6.8,,54,48.0,57.7
1.3,59.0,69,98.0,47.8
8.0,67.0,44,57.0,60.3
8.0,82.0,63,56.0,67.9
8.5,79.0,96,77.0,83.5
0.9,59.0,47,99.0,37.6
1.4,81.0,45,72.0,39.0
7.0,74.0,54,95.0,61.3
4.9,99.0,90,91.0,71.1
4.8,68.0,79,95.0,61.0
5.3,84.0,53,52.0,57.2
1.9,69.0,72,87.0,50.2
1.6,79.0,58,75.0,43.3
3.7,64.0,58,72.0,55.4
4.7,80.0,90,64.0,70.9
5.6,81.0,73,60.0,65.1
7.4,58.0,42,80.0,55.2
8.3,95.0,84,75.0,77.3
7.6,58.0,85,48.0,63.2
3.3,55.0,67,90.0,57.9
1.7,74.0,45,57.0,44.9
8.7,74.0,74,62.0,73.1
2.5,88.0,96,46.0,65.1
2.7,65.0,70,90.0,55.4
8.5,79.0,38,45.0,52.0
6.5,64.0,72,59.0,63.0
5.7,72.0,87,80.0,64.7
8.5,80.0,100,65.0,76.5
8.9,57.0,81,76.0,73.6
4.8,64.0,100,48.0,65.6
9.5,63.0,62,47.0,61.9
3.6,85.0,40,99.0,55.1
7.0,69.0,62,91.0,63.6
7.4,81.0,67,40.0,63.1
8.7,98.0,80,65.0,72.9
9.6,58.0,55,94.0,72.8
9.7,100.0,51,47.0,69.5
5.3,84.0,56,70.0,58.5
4.6,95.0,62,78.0,58.1
7.4,73.0,90,76.0,71.1
4.3,75.0,39,96.0,48.4
2.2,66.0,68,53.0,53.2
6.0,85.0,46,47.0,58.5
8.1,72.0,47,49.0,62.6
4.2,65.0,94,75.0,67.2
3.4,95.0,63,90.0,58.2
1.3,76.0,78,77.0,52.4
5.7,90.0,82,76.0,74.3
5.2,98.0,60,98.0,61.0
9.1,75.0,78,76.0,75.4
5.4,80.0,97,63.0,71.7
1.2,99.0,74,45.0,52.3
3.8,99.0,38,75.0,52.3
8.0,58.0,59,52.0,60.8
8.6,57.0,81,95.0,69.4
6.3,71.0,74,73.0,69.8
2.4,66.0,98,79.0,58.9
6.2,55.0,35,95.0,53.2
9.4,99.0,67,92.0,78.2
6.5,92.0,46,61.0,63.0
9.3,74.0,93,79.0,85.8
4.2,61.0,39,77.0,47.4
7.7,79.0,58,67.0,62.2
5.3,74.0,91,50.0,70.0
5.0,92.0,81,63.0,70.6
7.8,81.0,94,40.0,70.3
6.4,79.0,98,53.0,74.1
4.4,87.0,89,72.0,66.2
8.7,93.0,88,88.0,78.1
6.9,80.0,60,100.0,65.2
8.7,87.0,72,93.0,73.5
8.6,67.0,69,96.0,71.8
5.2,81.0,89,96.0,74.8
8.2,66.0,77,73.0,70.0
3.0,87.0,68,68.0,58.5
8.2,65.0,70,94.0,69.9
0.8,90.0,51,56.0,38.2
2.1,91.0,35,75.0,45.8
6.3,70.0,64,81.0,63.6
4.7,72.0,70,75.0,63.3
5.5,73.0,64,74.0,57.0
4.3,62.0,58,86.0,54.9
3.4,97.0,40,84.0,55.2
2.6,,42,91.0,48.0
8.9,63.0,57,91.0,72.0
1.5,97.0,53,66.0,46.7
6.5,77.0,61,52.0,63.6
